time,container_cpu_usage_seconds_total,tegra_cpu_util_percentage,tegra_cpu_util_percentage,tegra_cpu_util_percentage,tegra_cpu_util_percentage,tegra_cpu_util_percentage,tegra_cpu_util_percentage,tegra_wattage_current_milliwatts
1720778651.591,2300.335099776,22,31,55,58,27,23,3093
1720778652.591,2300.335099776,22,55,55,58,26,23,3093
1720778653.591,2327.347098304,29,55,18,16,26,23,4111
1720778654.594,2327.347098304,29,21,18,16,20,23,4111
1720778655.594,2327.347098304,23,21,50,21,20,17,4192
1720778656.591,2327.347098304,23,21,50,21,20,17,4192
1720778657.591,2327.347098304,22,21,33,22,20,20,3704
1720778658.591,2327.347098304,22,23,33,22,18,20,3704
1720778659.591,2327.347098304,47,23,30,35,18,23,3500
1720778660.591,2327.347098304,47,21,30,35,18,23,3500
1720778661.591,2327.347098304,48,21,59,60,18,26,3378
1720778662.594,2327.347098304,48,58,59,60,23,26,3378
1720778663.591,2327.347098304,28,58,24,25,23,22,3866
1720778664.591,2327.347098304,28,22,24,25,16,22,3866
1720778665.591,2327.347098304,25,22,54,12,16,25,4477
1720778666.591,2327.347098304,25,20,54,12,18,25,4477
1720778667.602,2327.347098304,19,20,26,58,18,24,4965
1720778668.591,2363.58525808,19,24,26,58,28,24,4965
1720778669.591,2363.58525808,58,24,60,49,28,27,3419
1720778670.591,2363.58525808,58,53,60,49,25,27,3419
1720778671.591,2363.58525808,28,53,25,31,25,27,3581
1720778672.591,2363.58525808,28,22,25,31,24,27,3581
1720778673.598,2363.58525808,27,22,37,24,24,16,3500
1720778674.591,2363.58525808,27,23,37,24,17,16,3500
1720778675.591,2363.58525808,31,23,23,22,17,16,3500
1720778676.591,2363.58525808,31,16,23,22,17,20,3459
1720778677.591,2363.58525808,45,16,23,22,21,20,3459
1720778678.591,2363.58525808,45,16,17,46,21,36,3622
1720778679.591,2363.58525808,45,49,17,46,32,36,3622
1720778680.591,2363.58525808,19,49,39,61,32,24,3663
1720778681.591,2363.58525808,19,46,39,61,21,24,3663
1720778682.591,2363.58525808,46,46,23,22,21,19,3378
1720778683.591,2363.58525808,46,21,23,22,19,19,3378
1720778684.593,2363.58525808,37,21,28,19,19,19,3297
1720778685.591,2363.58525808,37,16,28,19,20,19,3297
1720778686.591,2404.283326112,48,16,50,27,20,23,4314
1720778687.591,2404.283326112,48,52,50,27,21,23,4314
1720778688.591,2404.283326112,23,52,50,49,21,17,3256
1720778689.591,2404.283326112,23,59,50,49,22,17,3256
1720778690.591,2404.283326112,28,59,30,30,22,20,3744
1720778691.591,2404.283326112,28,19,30,30,21,20,3744
1720778692.591,2404.283326112,30,19,20,16,21,22,3785
1720778693.591,2404.283326112,30,55,20,16,17,22,3785
1720778694.591,2404.283326112,20,55,19,46,17,20,2971
1720778695.591,2404.283326112,20,32,19,46,20,20,2971
1720778696.598,2404.283326112,16,32,30,33,20,29,2889
1720778697.591,2431.405964416,16,40,30,33,27,29,2889
1720778698.591,2431.405964416,19,40,57,52,27,21,3419
1720778699.591,2431.405964416,19,50,57,52,22,21,3419
1720778700.591,2431.405964416,30,50,21,20,22,17,2930
1720778701.591,2431.405964416,30,36,21,20,18,17,2930
1720778702.591,2431.405964416,27,36,26,18,18,18,2686
1720778703.591,2431.405964416,27,39,26,18,15,18,2686
1720778704.591,2431.405964416,19,39,46,30,15,21,3988
1720778705.591,2431.405964416,19,19,46,30,24,21,3988
1720778706.593,2431.405964416,46,19,46,30,24,20,2479
1720778707.594,2431.405964416,46,17,46,30,19,20,2479
1720778708.591,2431.405964416,55,17,16,41,19,19,2686
1720778709.591,2431.405964416,55,17,16,41,22,19,2686
1720778710.591,2431.405964416,23,17,19,20,22,18,2808
1720778711.591,2431.405964416,23,24,19,20,21,18,2808
1720778712.591,2431.405964416,45,24,59,17,21,19,3948
1720778713.597,2431.405964416,45,35,59,17,22,19,3948
1720778714.596,2431.405964416,36,35,41,18,22,31,2605
1720778715.591,2431.405964416,36,47,41,18,27,31,2605
1720778716.591,2476.137724576,27,47,57,33,27,22,3012
1720778717.602,2476.137724576,27,31,57,33,16,22,3012
1720778718.591,2476.137724576,29,31,32,15,16,15,4029
1720778719.591,2476.137724576,29,18,32,15,16,15,4029
1720778720.591,2476.137724576,34,18,45,23,16,25,2889
1720778721.591,2476.137724576,34,49,45,23,22,25,2889
1720778722.591,2476.137724576,29,49,19,17,22,20,3988
1720778723.591,2476.137724576,29,21,19,17,15,20,3988
1720778724.591,2476.137724576,14,21,51,55,15,19,3174
1720778725.598,2476.137724576,14,48,51,55,21,19,3174
1720778726.591,2500.5633752,20,48,51,15,21,16,3500
1720778727.614,2500.5633752,20,24,51,15,18,16,3500
1720778728.591,2500.5633752,18,24,21,43,18,24,3988
1720778729.591,2500.5633752,18,18,21,43,24,24,3988
1720778730.591,2500.5633752,42,18,22,39,24,30,4029
1720778731.591,2500.5633752,42,23,22,39,29,30,4029
1720778732.591,2500.5633752,30,23,36,54,29,18,4233
1720778733.591,2500.5633752,30,29,36,54,21,18,4233
1720778734.594,2500.5633752,63,29,24,62,21,35,3866
1720778735.591,2500.5633752,63,22,24,62,26,35,3866
1720778736.596,2500.5633752,46,22,46,23,26,18,4192
1720778737.591,2500.5633752,46,32,46,23,18,18,4192
1720778738.591,2500.5633752,26,32,54,45,18,26,3500
1720778739.591,2531.421124064,26,56,54,45,21,26,3500
1720778740.591,2531.421124064,26,56,23,27,21,22,3500
1720778741.598,2531.421124064,26,29,23,27,22,22,3500
1720778742.591,2531.421124064,35,29,19,28,22,18,4029
1720778743.591,2531.421124064,35,51,19,28,19,18,4029
1720778744.591,2531.421124064,18,51,53,59,19,23,4151
1720778745.591,2531.421124064,18,16,53,59,21,23,4151
1720778746.591,2531.421124064,22,16,41,30,21,13,3663
1720778747.591,2531.421124064,22,33,41,30,16,13,3663
1720778748.591,2531.421124064,23,33,41,16,16,21,4070
1720778749.591,2531.421124064,23,46,41,16,18,21,4070
1720778750.591,2531.421124064,50,46,32,30,18,18,3948
1720778751.591,2531.421124064,50,21,32,30,18,18,3948
1720778752.591,2562.672538624,51,21,21,55,18,15,3215
1720778753.591,2562.672538624,51,17,21,55,11,15,3215
1720778754.591,2562.672538624,17,17,22,25,11,15,3215
1720778755.591,2562.672538624,17,27,22,25,11,21,4355
1720778756.591,2562.672538624,51,27,22,25,22,21,4355
1720778757.591,2562.672538624,51,27,64,20,22,17,3256
1720778758.591,2562.672538624,51,63,64,20,23,17,3256
1720778759.591,2562.672538624,24,63,25,22,23,18,3174
1720778760.591,2562.672538624,24,52,25,22,18,18,3174
1720778761.591,2562.672538624,25,52,36,17,18,16,3948
1720778762.594,2562.672538624,25,22,36,17,20,16,3948
1720778763.591,2562.672538624,35,22,30,67,20,22,2844
1720778764.594,2562.672538624,35,17,30,67,20,22,2844
1720778765.594,2562.672538624,25,17,17,19,20,17,3663
1720778766.591,2562.672538624,25,19,17,19,16,17,3663
1720778767.591,2562.672538624,18,19,52,20,16,18,3134
1720778768.591,2598.132573056,18,87,52,20,18,18,3134
1720778769.591,2598.132573056,19,87,54,16,18,16,3826
1720778770.602,2598.132573056,19,19,54,16,20,16,3826
1720778771.591,2598.132573056,20,19,24,55,20,18,2804
1720778772.594,2598.132573056,20,43,24,55,20,18,2804
1720778773.591,2598.132573056,24,43,20,17,20,22,3622
1720778774.591,2598.132573056,24,33,20,17,22,22,3622
1720778775.591,2598.132573056,22,33,69,22,22,18,3012
1720778776.591,2598.132573056,22,55,69,22,23,18,3012
1720778777.591,2598.132573056,51,55,36,24,23,21,3541
1720778778.591,2598.132573056,51,25,36,24,16,21,3541
1720778779.594,2623.957593984,20,25,65,14,16,21,2763
1720778780.591,2623.957593984,20,20,65,14,17,21,2763
1720778781.594,2623.957593984,21,20,32,22,17,22,3826
1720778782.591,2623.957593984,21,55,32,22,20,22,3826
1720778783.591,2623.957593984,22,55,45,21,20,28,2889
1720778784.591,2623.957593984,22,21,45,21,16,28,2889
1720778785.591,2623.957593984,41,21,64,18,16,19,2682
1720778786.591,2623.957593984,41,23,64,18,19,19,2682
1720778787.591,2623.957593984,28,23,20,53,19,18,3704
1720778788.591,2623.957593984,28,19,20,53,20,18,3704
1720778789.591,2647.541739168,22,19,36,54,20,25,2519
1720778790.591,2647.541739168,22,26,36,54,22,25,2519
1720778791.596,2647.541739168,23,26,26,19,22,29,3297
1720778792.597,2647.541739168,23,18,26,19,25,29,3297
1720778793.594,2647.541739168,24,18,53,59,25,21,3012
1720778794.591,2647.541739168,24,20,53,59,19,21,3012
1720778795.591,2647.541739168,63,20,45,32,19,16,3663
1720778796.591,2647.541739168,63,21,45,32,20,16,3663
1720778797.591,2647.541739168,19,21,37,53,20,27,2844
1720778798.591,2647.541739168,19,23,37,53,28,27,2844
1720778799.591,2647.541739168,19,23,24,28,28,28,3988
1720778800.591,2647.541739168,19,29,24,28,24,28,3988
1720778801.591,2647.541739168,38,29,59,57,24,20,3785
1720778802.591,2647.541739168,38,51,59,57,20,20,3785
1720778803.591,2647.541739168,21,51,15,38,20,22,3988
1720778804.594,2647.541739168,21,21,15,38,20,22,3988
1720778805.591,2647.541739168,18,21,56,27,20,17,3052
1720778806.591,2647.541739168,18,25,56,27,16,17,3052
1720778807.591,2647.541739168,18,25,20,19,16,23,4518
1720778808.591,2647.541739168,18,18,20,19,21,23,4518
1720778809.591,2692.99410624,48,18,54,22,21,26,3785
1720778810.591,2692.99410624,48,18,54,22,22,26,3785
1720778811.591,2692.99410624,59,18,25,75,22,17,3419
1720778812.594,2692.99410624,59,31,25,75,24,17,3419
1720778813.591,2692.99410624,31,31,22,40,24,17,3337
1720778814.598,2692.99410624,31,20,22,40,21,17,3337
1720778815.591,2692.99410624,17,20,19,14,21,25,4477
1720778816.591,2692.99410624,17,53,19,14,23,25,4477
1720778817.591,2692.99410624,15,53,31,67,23,20,4111
1720778818.597,2692.99410624,15,25,31,67,13,20,4111
1720778819.591,2692.99410624,56,25,50,35,13,20,3622
1720778820.591,2692.99410624,56,19,50,35,19,20,3622
1720778821.591,2692.99410624,30,19,26,20,19,18,4477
1720778822.591,2692.99410624,30,35,26,20,23,18,4477
1720778823.594,2692.99410624,48,35,21,50,23,21,3459
1720778824.591,2692.99410624,48,50,21,50,20,21,3459
1720778825.591,2730.637949344,23,50,51,26,20,18,3744
1720778826.591,2730.637949344,23,27,51,26,18,18,3744
1720778827.591,2730.637949344,23,27,17,50,18,24,3744
1720778828.591,2730.637949344,23,16,17,50,22,24,3744
1720778829.594,2730.637949344,24,16,52,19,22,24,3744
1720778830.591,2730.637949344,24,24,52,19,22,15,3419
1720778831.591,2730.637949344,31,24,52,19,19,15,3419
1720778832.594,2730.637949344,31,24,23,20,19,22,4273
1720778833.591,2730.637949344,31,23,23,20,25,22,4273
1720778834.598,2730.637949344,51,23,58,21,25,22,3500
1720778835.591,2730.637949344,51,67,58,21,20,22,3500
1720778836.591,2730.637949344,31,67,29,23,20,17,3622
1720778837.594,2730.637949344,31,29,29,23,20,17,3622
1720778838.591,2730.637949344,22,29,64,21,20,13,3907
1720778839.594,2730.637949344,22,23,64,21,15,13,3907
1720778840.591,2730.637949344,17,23,61,13,15,19,3663
1720778841.591,2730.637949344,17,19,61,13,20,19,3663
1720778842.591,2730.637949344,38,19,18,29,20,23,3297
1720778843.598,2772.738163136,38,29,18,29,19,23,3297
1720778844.591,2772.738163136,22,29,25,45,19,29,4070
1720778845.591,2772.738163136,22,77,25,45,24,29,4070
1720778846.591,2772.738163136,15,77,30,43,24,20,3052
1720778847.591,2772.738163136,15,26,30,43,17,20,3052
1720778848.591,2772.738163136,22,26,26,47,17,18,2885
1720778849.591,2772.738163136,22,16,26,47,18,18,2885
1720778850.594,2772.738163136,20,16,17,20,18,18,4029
1720778851.591,2772.738163136,20,48,17,20,23,18,4029
1720778852.591,2772.738163136,19,48,21,48,23,20,3744
1720778853.591,2772.738163136,19,36,21,48,17,20,3744
1720778854.591,2772.738163136,52,36,60,17,17,19,3012
1720778855.591,2772.738163136,52,39,60,17,18,19,3012
1720778856.594,2772.738163136,17,39,59,16,18,16,3134
1720778857.591,2772.738163136,17,18,59,16,18,16,3134
1720778858.591,2772.738163136,15,18,24,21,18,20,4314
1720778859.591,2811.596920096,15,56,24,21,22,20,4314
1720778860.591,2811.596920096,16,56,56,37,22,23,2600
1720778861.591,2811.596920096,16,26,56,37,23,23,2600
1720778862.591,2811.596920096,57,26,40,36,23,27,3052
1720778863.591,2811.596920096,57,23,40,36,26,27,3052
1720778864.591,2811.596920096,26,23,32,54,26,16,3012
1720778865.591,2811.596920096,26,31,32,54,18,16,3012
1720778866.591,2811.596920096,31,31,19,27,18,28,4640
1720778867.591,2811.596920096,31,37,19,27,30,28,4640
1720778868.591,2811.596920096,55,37,71,74,30,25,3134
1720778869.591,2811.596920096,55,72,71,74,30,25,3134
1720778870.591,2811.596920096,69,72,25,20,30,23,2844
1720778871.595,2811.596920096,69,29,25,20,17,23,2844
1720778872.591,2811.596920096,31,29,23,26,17,23,2844
1720778873.591,2811.596920096,31,14,23,26,17,24,5169
1720778874.594,2845.635231872,13,14,23,26,30,24,5169
1720778875.591,2845.635231872,13,14,47,54,30,22,3174
1720778876.591,2845.635231872,13,54,47,54,17,22,3174
1720778877.594,2845.635231872,52,54,28,49,17,26,4680
1720778878.591,2845.635231872,52,35,28,49,22,26,4680
1720778879.598,2845.635231872,23,35,39,53,22,25,3459
1720778880.591,2845.635231872,23,40,39,53,26,25,3459
1720778881.591,2845.635231872,41,40,24,30,26,24,4925
1720778882.594,2845.635231872,41,57,24,30,25,24,4925
1720778883.591,2845.635231872,18,57,53,84,25,25,2682
1720778884.594,2845.635231872,18,75,53,84,22,25,2682
1720778885.591,2845.635231872,62,75,38,21,22,17,3622
1720778886.594,2845.635231872,62,30,38,21,16,17,3622
1720778887.591,2845.635231872,27,30,53,28,16,25,3419
1720778888.591,2879.370673984,27,14,53,28,25,25,3419
1720778889.591,2879.370673984,20,14,74,60,25,19,3215
1720778890.591,2879.370673984,20,48,74,60,19,19,3215
1720778891.598,2879.370673984,87,48,23,30,19,16,4680
1720778892.591,2879.370673984,87,18,23,30,24,16,4680
1720778893.591,2879.370673984,20,18,53,83,24,28,2560
1720778894.591,2879.370673984,20,65,53,83,26,28,2560
1720778895.591,2879.370673984,56,65,40,27,26,20,3948
1720778896.591,2879.370673984,56,35,40,27,18,20,3948
1720778897.591,2879.370673984,26,35,34,69,18,32,3378
1720778898.591,2879.370673984,26,28,34,69,30,32,3378
1720778899.594,2879.370673984,30,28,47,48,30,24,4233
1720778900.591,2879.370673984,30,52,47,48,25,24,4233
1720778901.591,2879.370673984,67,52,18,64,25,24,3907
1720778902.593,2912.547144928,67,26,18,64,16,24,3907
1720778903.591,2912.547144928,37,26,49,65,16,22,4151
1720778904.591,2912.547144928,37,56,49,65,17,22,4151
1720778905.591,2912.547144928,79,56,55,18,17,30,4762
1720778906.591,2912.547144928,79,26,55,18,29,30,4762
1720778907.591,2912.547144928,22,26,78,39,29,20,4029
1720778908.591,2912.547144928,22,54,78,39,16,20,4029
1720778909.602,2912.547144928,83,54,42,27,16,19,4762
1720778910.591,2912.547144928,83,19,42,27,18,19,4762
1720778911.591,2912.547144928,33,19,80,26,18,18,3337
1720778912.591,2912.547144928,33,56,80,26,13,18,3337
1720778913.591,2912.547144928,65,56,26,51,13,18,3337
1720778914.594,2912.547144928,65,21,26,51,13,32,4884
1720778915.591,2912.547144928,42,21,26,51,30,32,4884
1720778916.594,2912.547144928,42,21,76,30,30,21,3785
1720778917.591,2912.547144928,42,33,76,30,20,21,3785
1720778918.591,2912.547144928,42,33,61,20,20,23,4680
1720778919.591,2912.547144928,42,69,61,20,23,23,4680
1720778920.591,2953.613598016,29,69,59,42,23,20,3826
1720778921.591,2953.613598016,29,44,59,42,20,20,3826
1720778922.591,2953.613598016,35,44,43,46,20,27,4680
1720778923.591,2953.613598016,35,50,43,46,27,27,4680
1720778924.591,2953.613598016,38,50,43,41,27,27,3378
1720778925.591,2953.613598016,38,46,43,41,30,27,3378
1720778926.591,2953.613598016,38,46,29,75,30,28,4640
1720778927.591,2953.613598016,38,47,29,75,24,28,4640
1720778928.591,2953.613598016,36,47,50,63,24,23,3907
1720778929.591,2953.613598016,36,79,50,63,19,23,3907
1720778930.591,2953.613598016,64,79,41,45,19,21,4518
1720778931.591,2953.613598016,64,40,41,45,27,21,4518
1720778932.591,2953.613598016,23,40,23,59,27,17,2849
1720778933.594,2953.613598016,23,56,23,59,22,17,2849
1720778934.591,2953.613598016,41,56,52,23,22,26,3907
1720778935.591,2953.613598016,41,56,52,23,22,26,3907
1720778936.594,2953.613598016,34,56,42,57,22,30,3297
1720778937.593,2953.613598016,34,49,42,57,29,30,3297
1720778938.591,2997.545684416,29,49,76,33,29,24,3093
1720778939.591,2997.545684416,29,80,76,33,31,24,3093
1720778940.591,2997.545684416,64,80,18,48,31,15,4273
1720778941.591,2997.545684416,64,17,18,48,20,15,4273
1720778942.591,2997.545684416,23,17,80,56,20,20,3012
1720778943.591,2997.545684416,23,29,80,56,18,20,3012
1720778944.591,2997.545684416,53,29,36,44,18,20,4436
1720778945.591,2997.545684416,53,33,36,44,22,20,4436
1720778946.594,2997.545684416,34,33,77,39,22,22,3581
1720778947.591,2997.545684416,34,59,77,39,19,22,3581
1720778948.593,2997.545684416,55,59,24,33,19,20,4151
1720778949.591,2997.545684416,55,65,24,33,17,20,4151
1720778950.591,2997.545684416,34,65,31,57,17,22,3337
1720778951.591,3025.750657312,34,52,31,57,28,22,3337
1720778952.591,3025.750657312,22,52,47,62,28,19,3500
1720778953.598,3025.750657312,22,69,47,62,20,19,3500
1720778954.591,3025.750657312,28,69,28,48,20,24,4192
1720778955.591,3025.750657312,28,26,28,48,25,24,4192
1720778956.591,3025.750657312,32,26,83,39,25,18,2849
1720778957.591,3025.750657312,32,81,83,39,21,18,2849
1720778958.591,3025.750657312,49,81,23,25,21,22,4273
1720778959.591,3025.750657312,49,11,23,25,17,22,4273
1720778960.594,3025.750657312,50,11,50,71,17,19,2560
1720778961.591,3025.750657312,50,49,50,71,17,19,2560
1720778962.591,3051.02462608,52,49,18,29,17,21,4273
1720778963.591,3051.02462608,52,54,18,29,16,21,4273
1720778964.598,3051.02462608,21,54,82,46,16,23,2889
1720778965.591,3051.02462608,21,73,82,46,25,23,2889
1720778966.598,3051.02462608,29,73,26,42,25,21,4599
1720778967.591,3051.02462608,29,53,26,42,25,21,4599
1720778968.597,3051.02462608,22,53,70,30,25,25,3541
1720778969.591,3051.02462608,22,35,70,30,29,25,3541
1720778970.593,3051.02462608,49,35,49,32,29,23,4721
1720778971.594,3051.02462608,49,52,49,32,27,23,4721
1720778972.593,3051.02462608,39,52,33,91,27,18,3744
1720778973.591,3051.02462608,39,31,33,91,16,18,3744
1720778974.593,3051.02462608,83,31,19,35,16,23,4843
1720778975.591,3082.831702336,83,52,19,35,22,23,4843
1720778976.593,3082.831702336,19,52,75,62,22,14,3581
1720778977.591,3082.831702336,19,94,75,62,20,14,3581
1720778978.598,3082.831702336,35,94,20,14,20,24,4843
1720778979.591,3082.831702336,35,57,20,14,24,24,4843
1720778980.591,3082.831702336,19,57,63,54,24,12,4070
1720778981.591,3082.831702336,19,69,63,54,20,12,4070
1720778982.591,3082.831702336,39,69,45,20,20,20,4558
1720778983.591,3082.831702336,39,78,45,20,23,20,4558
1720778984.598,3082.831702336,14,78,38,31,23,29,4518
1720778985.591,3106.509680448,14,40,38,31,32,29,4518
1720778986.598,3106.509680448,44,40,52,55,32,27,4558
1720778987.591,3106.509680448,44,87,52,55,30,27,4558
1720778988.593,3106.509680448,43,87,64,32,30,27,4558
1720778989.591,3106.509680448,43,33,64,32,30,26,4233
1720778990.591,3106.509680448,40,33,64,32,24,26,4233
1720778991.591,3106.509680448,40,33,43,82,24,14,3581
1720778992.591,3106.509680448,40,56,43,82,21,14,3581
1720778993.591,3106.509680448,59,56,20,28,21,18,4599
1720778994.591,3106.509680448,59,11,20,28,23,18,4599
1720778995.591,3106.509680448,43,11,59,77,23,19,3459
1720778996.591,3106.509680448,43,90,59,77,22,19,3459
1720778997.591,3106.509680448,21,90,41,25,22,17,4640
1720778998.591,3106.509680448,21,24,41,25,22,17,4640
1720778999.591,3106.509680448,37,24,61,53,22,17,3459
1720779000.599,3106.509680448,37,59,61,53,18,17,3459
1720779001.591,3106.509680448,32,59,80,17,18,23,4314
1720779002.591,3146.754237472,32,24,80,17,14,23,4314
1720779003.598,3146.754237472,43,24,40,56,14,20,3785
1720779004.591,3146.754237472,43,20,40,56,19,20,3785
1720779005.591,3146.754237472,52,20,70,56,19,26,4355
1720779006.596,3146.754237472,52,26,70,56,26,26,4355
1720779007.591,3146.754237472,53,26,42,55,26,21,3948
1720779008.591,3146.754237472,53,30,42,55,18,21,3948
1720779009.591,3146.754237472,51,30,67,50,18,19,4192
1720779010.594,3146.754237472,51,21,67,50,19,19,4192
1720779011.598,3146.754237472,56,21,52,29,19,18,3419
1720779012.591,3146.754237472,56,37,52,29,20,18,3419
1720779013.591,3171.713023776,20,37,37,77,20,19,4029
1720779014.591,3171.713023776,20,18,37,77,20,19,4029
1720779015.591,3171.713023776,75,18,35,27,20,22,3215
1720779016.591,3171.713023776,75,21,35,27,22,22,3215
1720779017.591,3171.713023776,55,21,33,54,22,18,4518
1720779018.591,3171.713023776,55,63,33,54,17,18,4518
1720779019.591,3171.713023776,60,63,67,31,17,27,3337
1720779020.591,3171.713023776,60,84,67,31,25,27,3337
1720779021.591,3171.713023776,45,84,42,26,25,16,4151
1720779022.591,3171.713023776,45,46,42,26,18,16,4151
1720779023.598,3171.713023776,59,46,19,46,18,20,3826
1720779024.594,3171.713023776,59,60,19,46,20,20,3826
1720779025.591,3171.713023776,34,60,59,33,20,17,3663
1720779026.591,3171.713023776,34,30,59,33,19,17,3663
1720779027.591,3171.713023776,86,30,22,39,19,23,4273
1720779028.591,3171.713023776,86,47,22,39,21,23,4273
1720779029.591,3171.713023776,28,47,45,92,21,23,2727
1720779030.591,3171.713023776,28,74,45,92,19,23,2727
1720779031.594,3171.713023776,40,74,16,51,19,14,4233
1720779032.591,3171.713023776,40,21,16,51,18,14,4233
1720779033.591,3218.95465664,17,21,53,46,18,24,2767
1720779034.591,3218.95465664,17,81,53,46,25,24,2767
1720779035.591,3218.95465664,43,81,26,60,25,32,4477
1720779036.591,3218.95465664,43,25,26,60,43,32,4477
1720779037.591,3218.95465664,26,25,70,38,43,19,3337
1720779038.594,3218.95465664,26,94,70,38,21,19,3337
1720779039.591,3218.95465664,45,94,38,27,21,21,4273
1720779040.591,3218.95465664,45,46,38,27,24,21,4273
1720779041.591,3218.95465664,52,46,24,45,24,29,4233
1720779042.591,3218.95465664,52,36,24,45,26,29,4233
1720779043.594,3218.95465664,58,36,57,39,26,22,4233
1720779044.591,3218.95465664,58,57,57,39,19,22,4233
1720779045.591,3218.95465664,77,57,22,36,19,22,4599
1720779046.591,3218.95465664,77,24,22,36,23,22,4599
1720779047.591,3218.95465664,53,24,64,46,23,24,4396
1720779048.591,3218.95465664,53,90,64,46,19,24,4396
1720779049.591,3218.95465664,43,90,34,25,19,35,4558
1720779050.591,3218.95465664,43,55,34,25,37,35,4558
1720779051.594,3218.95465664,22,55,48,86,37,19,3622
1720779052.591,3265.557729152,22,80,48,86,23,19,3622
1720779053.591,3265.557729152,45,80,46,9,23,24,4884
1720779054.591,3265.557729152,45,21,46,9,23,24,4884
1720779055.591,3265.557729152,24,21,66,59,23,25,3744
1720779056.591,3265.557729152,24,67,66,59,23,25,3744
1720779057.591,3265.557729152,26,67,39,30,23,23,4558
1720779058.591,3265.557729152,26,25,39,30,24,23,4558
1720779059.591,3265.557729152,28,25,69,43,24,27,4843
1720779060.602,3265.557729152,28,52,69,43,27,27,4843
1720779061.591,3265.557729152,71,52,30,33,27,20,4029
1720779062.591,3265.557729152,71,28,30,33,19,20,4029
1720779063.591,3289.90905984,65,28,62,52,19,20,4029
1720779064.591,3289.90905984,65,57,62,52,19,24,3866
1720779065.591,3289.90905984,51,57,62,52,16,24,3866
1720779066.591,3289.90905984,51,57,19,17,16,19,4477
1720779067.591,3289.90905984,51,38,19,17,22,19,4477
1720779068.591,3289.90905984,48,38,70,61,22,22,3256
1720779069.602,3289.90905984,48,75,70,61,21,22,3256
1720779070.591,3289.90905984,47,75,21,24,21,16,4558
1720779071.598,3289.90905984,47,56,21,24,15,16,4558
1720779072.591,3289.90905984,18,56,58,34,15,18,3704
1720779073.591,3289.90905984,18,72,58,34,18,18,3704
1720779074.594,3289.90905984,57,72,45,18,18,20,4233
1720779075.594,3289.90905984,57,44,45,18,19,20,4233
1720779076.591,3289.90905984,51,44,29,31,19,26,3744
1720779077.591,3289.90905984,51,60,29,31,29,26,3744
1720779078.591,3326.659810016,29,60,34,71,29,20,4192
1720779079.594,3326.659810016,29,62,34,71,24,20,4192
1720779080.591,3326.659810016,61,62,32,31,24,20,3907
1720779081.591,3326.659810016,61,54,32,31,21,20,3907
1720779082.591,3326.659810016,36,54,26,97,21,15,3541
1720779083.591,3326.659810016,36,56,26,97,17,15,3541
1720779084.591,3326.659810016,44,56,40,37,17,21,4599
1720779085.602,3326.659810016,44,18,40,37,20,21,4599
1720779086.593,3326.659810016,18,18,77,51,20,22,3378
1720779087.591,3326.659810016,18,55,77,51,20,22,3378
1720779088.591,3326.659810016,58,55,43,24,20,20,4233
1720779089.591,3326.659810016,58,21,43,24,18,20,4233
1720779090.591,3354.20923632,34,21,90,25,18,25,3134
1720779091.594,3354.20923632,34,74,90,25,19,25,3134
1720779092.591,3354.20923632,24,74,32,59,19,17,4151
1720779093.591,3354.20923632,24,35,32,59,20,17,4151
1720779094.591,3354.20923632,25,35,30,84,20,21,3337
1720779095.591,3354.20923632,25,35,30,84,30,21,3337
1720779096.602,3354.20923632,52,35,36,54,30,15,3988
1720779097.594,3354.20923632,52,28,36,54,18,15,3988
1720779098.591,3354.20923632,64,28,21,78,18,26,3134
1720779099.591,3354.20923632,64,47,21,78,24,26,3134
1720779100.591,3354.20923632,22,47,50,28,24,18,3948
1720779101.591,3354.20923632,22,48,50,28,18,18,3948
1720779102.591,3354.20923632,53,48,58,37,18,22,3622
1720779103.591,3354.20923632,53,64,58,37,19,22,3622
1720779104.591,3354.20923632,32,64,67,36,19,19,4314
1720779105.591,3354.20923632,32,41,67,36,19,19,4314
1720779106.594,3354.20923632,25,41,59,90,19,20,3256
1720779107.591,3395.073199552,25,32,59,90,18,20,3256
1720779108.591,3395.073199552,65,32,20,26,18,24,4436
1720779109.591,3395.073199552,65,28,20,26,24,24,4436
1720779110.593,3395.073199552,56,28,32,78,24,26,3256
1720779111.591,3395.073199552,56,56,32,78,29,26,3256
1720779112.594,3395.073199552,58,56,25,49,29,23,3907
1720779113.591,3395.073199552,58,26,25,49,28,23,3907
1720779114.591,3395.073199552,84,26,52,34,28,18,3988
1720779115.591,3395.073199552,84,26,52,34,24,18,3988
1720779116.591,3395.073199552,56,26,74,44,24,17,3500
1720779117.591,3395.073199552,56,60,74,44,20,17,3500
1720779118.591,3395.073199552,55,60,57,19,20,19,4355
1720779119.591,3395.073199552,55,19,57,19,23,19,4355
1720779120.591,3395.073199552,26,19,67,48,23,17,3541
1720779121.591,3395.073199552,26,56,67,48,14,17,3541
1720779122.591,3395.073199552,64,56,40,52,14,20,4151
1720779123.593,3395.073199552,64,22,40,52,22,20,4151
1720779124.591,3395.073199552,17,22,48,58,22,19,3052
1720779125.591,3395.073199552,17,54,48,58,19,19,3052
1720779126.594,3395.073199552,70,54,58,22,19,20,4233
1720779127.591,3441.261797888,70,22,58,22,21,20,4233
1720779128.591,3441.261797888,19,22,30,83,21,23,2849
