time,container_cpu_usage_seconds_total,tegra_cpu_util_percentage,tegra_cpu_util_percentage,tegra_cpu_util_percentage,tegra_cpu_util_percentage,tegra_cpu_util_percentage,tegra_cpu_util_percentage,tegra_wattage_current_milliwatts
1720777434.591,447.18490752,88,79,87,86,46,43,5169
1720777435.591,447.18490752,88,79,83,96,46,37,5047
1720777436.591,447.18490752,88,95,83,96,36,37,5047
1720777437.591,447.18490752,97,95,93,95,36,38,5047
1720777438.591,447.18490752,97,99,93,95,40,38,5047
1720777439.591,447.18490752,98,99,86,97,40,35,5332
1720777440.591,447.18490752,98,94,86,97,40,35,5332
1720777441.594,447.18490752,95,94,92,94,40,35,5332
1720777442.591,447.18490752,95,85,92,94,40,31,5210
1720777443.591,466.085618784,99,85,92,94,37,31,5210
1720777444.591,466.085618784,99,85,89,94,37,32,5250
1720777445.591,466.085618784,99,100,89,94,33,32,5250
1720777446.602,466.085618784,96,100,91,96,33,29,5047
1720777447.591,466.085618784,96,100,91,96,28,29,5047
1720777448.591,466.085618784,86,100,96,91,28,34,4884
1720777449.594,466.085618784,86,82,96,91,33,34,4884
1720777450.591,466.085618784,97,82,97,96,33,52,5291
1720777451.591,466.085618784,97,92,97,96,53,52,5291
1720777452.591,466.085618784,85,92,96,100,53,35,5210
1720777453.591,466.085618784,85,99,96,100,35,35,5210
1720777454.591,466.085618784,94,99,93,100,35,45,5291
1720777455.591,466.085618784,94,99,93,100,38,45,5291
1720777456.594,466.085618784,82,99,85,91,38,45,5291
1720777457.591,466.085618784,82,100,85,91,38,36,5250
1720777458.591,466.085618784,99,100,85,91,33,36,5250
1720777459.591,466.085618784,99,100,96,99,33,33,4965
1720777460.591,466.085618784,99,96,96,99,32,33,4965
1720777461.591,466.085618784,93,96,94,97,32,32,4965
1720777462.591,488.629903936,93,86,94,97,32,32,4965
1720777463.591,488.629903936,98,86,98,89,32,37,4721
1720777464.591,488.629903936,98,94,98,89,34,37,4721
1720777465.591,488.629903936,96,94,100,91,34,47,5169
1720777466.591,488.629903936,96,96,100,91,44,47,5169
1720777467.591,488.629903936,76,96,88,100,44,47,5169
1720777468.591,488.629903936,76,92,88,100,44,42,5454
1720777469.591,488.629903936,96,92,88,100,41,42,5454
1720777470.591,488.629903936,96,92,97,94,41,36,5128
1720777471.591,488.629903936,96,83,97,94,47,36,5128
1720777472.591,488.629903936,97,83,96,85,47,33,5047
1720777473.594,488.629903936,97,93,96,85,38,33,5047
1720777474.591,488.629903936,100,93,88,100,38,62,5250
1720777475.591,488.629903936,100,96,88,100,64,62,5250
1720777476.591,488.629903936,96,96,100,91,64,30,5169
1720777477.594,488.629903936,96,100,100,91,38,30,5169
1720777478.591,488.629903936,99,100,90,100,38,30,5169
1720777479.591,488.629903936,99,100,90,100,38,36,5169
1720777480.591,488.629903936,90,100,90,100,36,36,5169
1720777481.591,488.629903936,90,100,78,95,36,25,4965
1720777482.591,511.81738352,90,94,78,95,29,25,4965
1720777483.591,511.81738352,97,94,91,93,29,41,4965
1720777484.591,511.81738352,97,96,91,93,40,41,4965
1720777485.591,511.81738352,95,96,89,94,40,40,4965
1720777486.591,511.81738352,95,83,89,94,41,40,4965
1720777487.591,511.81738352,88,83,96,71,41,45,4843
1720777488.591,511.81738352,88,81,96,71,41,45,4843
1720777489.591,511.81738352,97,81,100,94,41,40,4762
1720777490.591,511.81738352,97,73,100,94,37,40,4762
1720777491.591,511.81738352,97,73,100,99,37,35,4884
1720777492.591,511.81738352,97,98,100,99,35,35,4884
1720777493.591,511.81738352,92,98,94,95,35,42,5006
1720777494.591,511.81738352,92,91,94,95,38,42,5006
1720777495.591,511.81738352,96,91,98,93,38,50,5128
1720777496.591,511.81738352,96,100,98,93,49,50,5128
1720777497.591,511.81738352,84,100,100,96,49,50,5128
1720777498.591,511.81738352,84,99,100,96,49,36,5128
1720777499.591,511.81738352,97,99,100,96,35,36,5128
1720777500.591,511.81738352,97,99,90,100,35,30,4884
1720777501.594,511.81738352,97,98,90,100,41,30,4884
1720777502.591,534.447402784,96,98,90,95,41,28,4803
1720777503.593,534.447402784,96,91,90,95,23,28,4803
1720777504.591,534.447402784,98,91,87,89,23,39,5006
1720777505.593,534.447402784,98,92,87,89,44,39,5006
1720777506.591,534.447402784,98,92,93,100,44,41,5128
1720777507.591,534.447402784,98,87,93,100,46,41,5128
1720777508.591,534.447402784,93,87,94,98,46,41,5128
1720777509.594,534.447402784,93,100,94,98,46,32,5006
1720777510.591,534.447402784,81,100,94,98,30,32,5006
1720777511.591,534.447402784,81,100,94,70,30,34,5047
1720777512.591,534.447402784,81,86,94,70,30,34,5047
1720777513.591,534.447402784,87,86,96,78,30,29,4843
1720777514.591,534.447402784,87,96,96,78,28,29,4843
1720777515.591,534.447402784,85,96,88,97,28,46,5169
1720777516.591,534.447402784,85,97,88,97,45,46,5169
1720777517.591,534.447402784,93,97,92,96,45,35,5128
1720777518.591,534.447402784,93,100,92,96,35,35,5128
1720777519.591,534.447402784,94,100,92,90,35,36,5128
1720777520.591,534.447402784,94,98,92,90,39,36,5128
1720777521.591,557.03042272,97,98,79,98,39,36,5128
1720777522.602,557.03042272,97,96,79,98,39,40,5332
1720777523.591,557.03042272,99,96,79,98,39,40,5332
1720777524.591,557.03042272,99,96,99,84,39,36,4925
1720777525.591,557.03042272,99,91,99,84,30,36,4925
1720777526.594,557.03042272,93,91,96,93,30,32,4884
1720777527.591,557.03042272,93,84,96,93,35,32,4884
1720777528.591,557.03042272,97,84,83,92,35,38,5088
1720777529.591,557.03042272,97,95,83,92,41,38,5088
1720777530.591,557.03042272,96,95,96,98,41,38,5088
1720777531.591,557.03042272,96,94,96,98,41,38,5210
1720777532.591,557.03042272,99,94,96,98,36,38,5210
1720777533.591,557.03042272,99,94,100,92,36,37,5088
1720777534.591,557.03042272,99,93,100,92,34,37,5088
1720777535.591,557.03042272,99,93,88,81,34,61,5576
1720777536.591,574.92406288,99,86,88,81,64,61,5576
1720777537.591,574.92406288,88,86,100,93,64,48,5006
1720777538.591,574.92406288,88,100,100,93,46,48,5006
1720777539.591,574.92406288,85,100,91,96,46,31,4721
1720777540.591,574.92406288,85,99,91,96,31,31,4721
1720777541.591,574.92406288,94,99,77,87,31,37,4925
1720777542.591,574.92406288,94,95,77,87,33,37,4925
1720777543.591,574.92406288,80,95,88,99,33,38,5088
1720777544.591,574.92406288,80,94,88,99,41,38,5088
1720777545.591,574.92406288,96,94,100,97,41,38,5088
1720777546.591,574.92406288,96,87,100,97,41,48,5210
1720777547.591,574.92406288,99,87,100,97,42,48,5210
1720777548.591,574.92406288,99,87,98,99,42,31,5006
1720777549.591,574.92406288,99,92,98,99,32,31,5006
1720777550.591,574.92406288,99,92,100,88,32,36,5088
1720777551.591,574.92406288,99,77,100,88,36,36,5088
1720777552.594,593.364718976,96,77,100,96,36,44,5250
1720777553.591,593.364718976,96,100,100,96,45,44,5250
1720777554.591,593.364718976,88,100,92,94,45,44,5250
1720777555.591,593.364718976,88,97,92,94,45,37,5210
1720777556.591,593.364718976,92,97,92,94,34,37,5210
1720777557.591,593.364718976,92,97,96,91,34,42,5210
1720777558.591,593.364718976,92,99,96,91,42,42,5210
1720777559.591,593.364718976,94,99,98,97,42,32,4762
1720777560.591,593.364718976,94,92,98,97,36,32,4762
1720777561.594,593.364718976,99,92,75,100,36,30,4925
1720777562.591,593.364718976,99,92,75,100,26,30,4925
1720777563.591,593.364718976,92,92,97,90,26,36,4965
1720777564.591,593.364718976,92,98,97,90,36,36,4965
1720777565.598,593.364718976,90,98,98,83,36,49,5047
1720777566.591,593.364718976,90,91,98,83,49,49,5047
1720777567.591,593.364718976,96,91,95,88,49,43,5210
1720777568.591,593.364718976,96,92,95,88,42,43,5210
1720777569.594,593.364718976,97,92,95,86,42,43,5210
1720777570.591,615.877572288,97,97,95,86,42,34,5169
1720777571.591,615.877572288,100,97,95,86,35,34,5169
1720777572.591,615.877572288,100,97,100,94,35,43,5128
1720777573.591,615.877572288,100,100,100,94,38,43,5128
1720777574.591,615.877572288,95,100,95,97,38,35,5047
1720777575.591,615.877572288,95,100,95,97,33,35,5047
1720777576.591,615.877572288,82,100,86,97,33,32,4965
1720777577.591,615.877572288,82,100,86,97,34,32,4965
1720777578.591,615.877572288,92,100,99,81,34,43,4762
1720777579.591,615.877572288,92,99,99,81,47,43,4762
1720777580.591,615.877572288,88,99,99,94,47,36,4803
1720777581.591,615.877572288,88,73,99,94,35,36,4803
1720777582.591,615.877572288,93,73,85,99,35,34,5006
1720777583.591,630.62649712,93,91,85,99,39,34,5006
1720777584.591,630.62649712,92,91,96,95,39,42,5291
1720777585.591,630.62649712,92,98,96,95,41,42,5291
1720777586.591,630.62649712,85,98,99,92,41,45,5210
1720777587.594,630.62649712,85,97,99,92,39,45,5210
1720777588.591,630.62649712,100,97,93,92,39,45,5210
1720777589.591,630.62649712,100,98,93,92,39,36,4965
1720777590.591,630.62649712,83,98,93,92,30,36,4965
1720777591.591,630.62649712,83,98,90,100,30,32,4925
1720777592.591,630.62649712,83,84,90,100,32,32,4925
1720777593.591,630.62649712,94,84,100,82,32,37,4803
1720777594.591,630.62649712,94,100,100,82,41,37,4803
1720777595.591,630.62649712,86,100,87,92,41,48,5210
1720777596.591,630.62649712,86,97,87,92,44,48,5210
1720777597.591,630.62649712,87,97,94,98,44,48,5210
1720777598.591,630.62649712,87,96,94,98,44,46,5372
1720777599.591,630.62649712,95,96,94,98,49,46,5372
1720777600.591,630.62649712,95,96,98,100,49,52,5128
1720777601.591,652.831663648,95,92,98,100,58,52,5128
1720777602.594,652.831663648,97,92,97,85,58,33,5128
1720777603.591,652.831663648,97,98,97,85,32,33,5128
1720777604.591,652.831663648,90,98,98,96,32,51,5250
1720777605.591,652.831663648,90,90,98,96,46,51,5250
1720777606.591,652.831663648,95,90,93,97,46,50,5169
1720777607.591,652.831663648,95,93,93,97,47,50,5169
1720777608.591,652.831663648,82,93,92,87,47,39,5454
1720777609.597,652.831663648,82,83,92,87,41,39,5454
1720777610.591,652.831663648,97,83,87,88,41,31,4965
1720777611.591,652.831663648,97,90,87,88,44,31,4965
1720777612.591,652.831663648,79,90,84,79,44,31,4965
1720777613.591,652.831663648,79,85,84,79,44,27,5006
1720777614.594,652.831663648,94,85,84,79,28,27,5006
1720777615.591,668.578993056,94,85,84,97,28,40,5088
1720777616.591,668.578993056,94,85,84,97,37,40,5088
1720777617.591,668.578993056,91,85,82,86,37,37,4884
1720777618.591,668.578993056,91,77,82,86,32,37,4884
1720777619.591,668.578993056,94,77,84,97,32,35,5128
1720777620.591,668.578993056,94,78,84,97,35,35,5128
1720777621.591,668.578993056,92,78,88,97,35,36,5128
1720777622.598,668.578993056,92,89,88,97,41,36,5128
1720777623.591,668.578993056,100,89,97,100,41,36,5210
1720777624.591,668.578993056,100,99,97,100,35,36,5210
1720777625.591,668.578993056,72,99,88,95,35,36,5210
1720777626.591,668.578993056,72,100,88,95,35,39,5250
1720777627.594,682.528726912,89,100,88,95,30,39,5250
1720777628.591,682.528726912,89,100,94,97,30,38,5128
1720777629.594,682.528726912,89,95,94,97,44,38,5128
1720777630.591,682.528726912,100,95,86,82,44,30,5006
1720777631.591,682.528726912,100,97,86,82,29,30,5006
1720777632.594,682.528726912,80,97,91,89,29,41,5006
1720777633.591,682.528726912,80,98,91,89,42,41,5006
1720777634.591,682.528726912,85,98,100,100,42,37,5413
1720777635.591,682.528726912,85,85,100,100,41,37,5413
1720777636.591,682.528726912,90,85,96,89,41,39,5006
1720777637.591,695.502750368,90,93,96,89,32,39,5006
1720777638.591,695.502750368,94,93,97,78,32,39,5006
1720777639.591,695.502750368,94,80,97,78,32,25,4843
1720777640.591,695.502750368,88,80,97,78,26,25,4843
1720777641.591,695.502750368,88,80,88,90,26,28,4965
1720777642.591,695.502750368,88,82,88,90,34,28,4965
1720777643.591,695.502750368,94,82,85,94,34,48,5006
1720777644.591,695.502750368,94,80,85,94,48,48,5006
1720777645.591,695.502750368,93,80,100,86,48,33,5006
1720777646.591,695.502750368,93,97,100,86,34,33,5006
1720777647.591,695.502750368,91,97,92,93,34,38,3826
1720777648.591,695.502750368,91,98,92,93,36,38,3826
1720777649.594,695.502750368,88,98,76,79,36,25,3704
1720777650.591,695.502750368,88,79,76,79,21,25,3704
1720777651.591,695.502750368,85,79,32,24,21,24,4192
1720777652.591,695.502750368,85,23,32,24,28,24,4192
1720777653.591,695.502750368,59,23,34,38,28,23,5006
1720777654.591,695.502750368,59,29,34,38,25,23,5006
1720777655.591,695.502750368,40,29,94,100,25,42,5047
1720777656.591,695.502750368,40,94,94,100,37,42,5047
1720777657.591,719.105649152,91,94,100,100,37,46,5128
1720777658.591,719.105649152,91,100,100,100,45,46,5128
1720777659.591,719.105649152,100,100,100,100,45,46,5169
1720777660.591,719.105649152,100,100,100,100,46,46,5169
1720777661.591,719.105649152,100,100,100,100,46,51,5169
1720777662.591,719.105649152,100,100,100,100,52,51,5169
1720777663.591,719.105649152,100,100,100,99,52,42,3174
1720777664.598,719.105649152,100,100,100,99,43,42,3174
1720777665.591,719.105649152,100,100,38,35,43,25,3174
1720777666.591,719.105649152,100,42,38,35,20,25,3174
1720777667.591,719.105649152,42,42,22,16,20,22,3459
1720777668.591,719.105649152,42,19,22,16,23,22,3459
1720777669.591,719.105649152,21,19,30,23,23,29,3215
1720777670.591,733.220790656,21,22,30,23,21,29,3215
1720777671.591,733.220790656,26,22,24,22,21,18,3174
1720777672.591,733.220790656,26,19,24,22,20,18,3174
1720777673.596,733.220790656,22,19,21,18,20,28,3378
1720777674.591,733.220790656,22,17,21,18,21,28,3378
1720777675.594,733.220790656,16,17,23,14,21,25,3541
1720777676.591,733.220790656,16,21,23,14,27,25,3541
1720777677.591,733.220790656,19,21,21,15,27,26,3500
1720777678.591,733.220790656,19,18,21,15,22,26,3500
1720777679.594,733.220790656,23,18,26,29,22,24,3419
1720777680.591,733.220790656,23,23,26,29,24,24,3419
1720777681.591,733.220790656,24,23,16,18,24,18,3337
1720777682.591,733.220790656,24,17,16,18,19,18,3337
1720777683.591,733.220790656,19,17,20,22,19,20,3459
1720777684.591,733.220790656,19,17,20,22,25,20,3459
1720777685.591,733.220790656,15,17,18,18,25,20,3378
1720777686.591,751.681896928,15,23,18,18,22,20,3378
1720777687.591,751.681896928,21,23,18,22,22,24,3419
1720777688.591,751.681896928,21,24,18,22,22,24,3419
1720777689.591,751.681896928,28,24,16,22,22,24,3419
1720777690.591,751.681896928,28,17,16,22,22,21,3256
1720777691.598,751.681896928,19,17,16,22,25,21,3256
1720777692.591,751.681896928,19,17,17,23,25,17,3215
1720777693.591,751.681896928,19,21,17,23,20,17,3215
1720777694.591,751.681896928,20,21,18,18,20,20,3419
1720777695.591,751.681896928,20,20,18,18,27,20,3419
1720777696.594,751.681896928,21,20,18,20,27,24,3093
1720777697.591,751.681896928,21,14,18,20,25,24,3093
1720777698.591,751.681896928,17,14,30,26,25,23,2971
1720777699.591,751.681896928,17,29,30,26,26,23,2971
1720777700.591,751.681896928,26,29,20,20,26,21,3419
1720777701.591,770.769882464,26,14,20,20,25,21,3419
1720777702.591,770.769882464,17,14,22,22,25,18,2767
1720777703.591,770.769882464,17,15,22,22,18,18,2767
1720777704.591,770.769882464,19,15,21,15,18,23,2767
1720777705.591,770.769882464,19,17,21,15,22,23,2767
1720777706.591,770.769882464,25,17,22,20,22,16,2722
1720777707.591,770.769882464,25,17,22,20,28,16,2722
1720777708.591,770.769882464,15,17,22,20,28,22,2971
1720777709.594,770.769882464,15,21,22,20,31,22,2971
1720777710.591,770.769882464,19,21,25,22,31,25,3256
1720777711.591,770.769882464,19,17,25,22,25,25,3256
1720777712.597,770.769882464,24,17,23,25,25,20,2641
1720777713.591,770.769882464,24,26,23,25,22,20,2641
1720777714.602,784.528492096,19,26,18,18,22,24,2600
1720777715.591,784.528492096,19,20,18,18,22,24,2600
1720777716.591,784.528492096,18,20,17,15,22,22,2600
1720777717.591,784.528492096,18,21,17,15,20,22,2600
1720777718.591,784.528492096,18,21,17,23,20,26,2767
1720777719.591,784.528492096,18,22,17,23,22,26,2767
1720777720.591,784.528492096,24,22,23,24,22,18,2645
1720777721.591,784.528492096,24,26,23,24,18,18,2645
1720777722.591,784.528492096,20,26,16,20,18,21,2479
1720777723.591,784.528492096,20,23,16,20,25,21,2479
1720777724.591,784.528492096,18,23,18,24,25,29,2519
1720777725.591,784.528492096,18,17,18,24,22,29,2519
1720777726.591,784.528492096,19,17,23,21,22,31,2767
1720777727.606,801.11632176,19,22,23,21,30,31,2767
1720777728.591,801.11632176,17,22,35,27,30,24,3052
1720777729.591,801.11632176,17,22,35,27,22,24,3052
1720777730.591,801.11632176,26,22,32,28,22,26,2767
1720777731.591,801.11632176,26,26,32,28,29,26,2767
1720777732.591,801.11632176,31,26,23,25,29,18,2971
1720777733.591,801.11632176,31,17,23,25,25,18,2971
1720777734.591,801.11632176,19,17,18,19,25,24,3012
1720777735.591,801.11632176,19,19,18,19,22,24,3012
1720777736.591,801.11632176,19,19,22,19,22,23,3012
1720777737.591,801.11632176,19,22,22,19,26,23,3012
1720777738.591,801.11632176,17,22,19,23,26,24,3215
1720777739.591,801.11632176,17,15,19,23,26,24,3215
1720777740.591,816.585753056,17,15,26,20,26,25,3256
1720777741.591,816.585753056,17,19,26,20,24,25,3256
1720777742.591,816.585753056,23,19,19,19,24,22,3174
1720777743.591,816.585753056,23,15,19,19,19,22,3174
1720777744.591,816.585753056,17,15,19,18,19,20,3256
1720777745.598,816.585753056,17,18,19,18,26,20,3256
1720777746.591,816.585753056,23,18,22,18,26,21,3256
1720777747.591,816.585753056,23,18,22,18,28,21,3256
1720777748.591,816.585753056,20,18,22,26,28,19,3459
1720777749.591,816.585753056,20,26,22,26,28,19,3459
1720777750.591,816.585753056,22,26,19,21,28,21,3378
1720777751.591,816.585753056,22,18,19,21,25,21,3378
1720777752.591,830.30487216,25,18,15,18,25,25,3337
1720777753.591,830.30487216,25,21,15,18,20,25,3337
1720777754.591,830.30487216,23,21,25,21,20,21,3459
1720777755.591,830.30487216,23,18,25,21,29,21,3459
1720777756.591,830.30487216,22,18,22,17,29,19,3419
1720777757.591,830.30487216,22,17,22,17,19,19,3419
1720777758.591,830.30487216,18,17,21,17,19,25,3581
1720777759.594,830.30487216,18,20,21,17,25,25,3581
1720777760.591,830.30487216,17,20,18,20,25,18,3419
1720777761.591,830.30487216,17,20,18,20,15,18,3419
1720777762.591,830.30487216,23,20,26,18,15,25,3988
1720777763.591,830.30487216,23,17,26,18,25,25,3988
1720777764.591,830.30487216,17,17,20,21,25,23,3337
1720777765.591,830.30487216,17,26,20,21,22,23,3337
1720777766.591,830.30487216,20,26,19,21,22,20,3541
1720777767.591,830.30487216,20,21,19,21,21,20,3541
1720777768.591,830.30487216,16,21,21,18,21,35,3541
1720777769.591,830.30487216,16,21,21,18,21,35,3541
1720777770.591,851.50938736,26,21,23,16,21,35,3541
1720777771.591,851.50938736,26,22,23,16,21,16,3134
1720777772.591,851.50938736,23,22,23,16,21,16,3134
1720777773.591,851.50938736,23,22,17,17,21,19,3134
1720777774.591,851.50938736,23,18,17,17,18,19,3134
1720777775.591,851.50938736,19,18,17,19,18,21,3093
1720777776.591,851.50938736,19,22,17,19,24,21,3093
1720777777.591,851.50938736,18,22,21,21,24,16,2971
1720777778.591,851.50938736,18,19,21,21,15,16,2971
1720777779.591,851.50938736,18,19,22,16,15,34,3744
1720777780.591,851.50938736,18,21,22,16,25,34,3744
1720777781.591,851.50938736,22,21,29,23,25,16,2889
1720777782.593,851.50938736,22,26,29,23,17,16,2889
1720777783.591,866.85031408,25,26,20,21,17,18,2971
1720777784.591,866.85031408,25,19,20,21,25,18,2971
1720777785.598,866.85031408,16,19,20,22,25,21,2930
1720777786.591,866.85031408,16,22,20,22,22,21,2930
1720777787.591,866.85031408,22,22,25,24,22,16,2727
1720777788.591,866.85031408,22,19,25,24,18,16,2727
1720777789.591,866.85031408,22,19,19,21,18,30,2889
1720777790.591,866.85031408,22,18,19,21,32,30,2889
1720777791.594,866.85031408,19,18,27,33,32,31,2682
1720777792.591,866.85031408,19,28,27,33,16,31,2682
1720777793.591,866.85031408,31,28,23,21,16,23,2600
1720777794.591,866.85031408,31,17,23,21,23,23,2600
1720777795.594,866.85031408,17,17,18,18,23,25,2808
1720777796.591,866.85031408,17,14,18,18,20,25,2808
1720777797.591,866.85031408,20,14,21,25,20,20,2519
1720777798.591,866.85031408,20,17,21,25,20,20,2519
1720777799.591,866.85031408,19,17,20,17,20,26,2479
1720777800.591,886.749117184,19,19,20,17,27,26,2479
1720777801.591,886.749117184,20,19,29,22,27,25,2438
1720777802.591,886.749117184,20,23,29,22,17,25,2438
1720777803.591,886.749117184,25,23,20,17,17,21,2519
1720777804.594,886.749117184,25,21,20,17,20,21,2519
1720777805.591,886.749117184,16,21,21,17,20,23,2727
1720777806.591,886.749117184,16,16,21,17,20,23,2727
1720777807.598,886.749117184,22,16,21,22,20,20,2727
1720777808.591,886.749117184,22,17,21,22,25,20,2727
1720777809.593,886.749117184,21,17,19,20,25,29,2889
1720777810.591,886.749117184,21,21,19,20,19,29,2889
1720777811.591,886.749117184,20,21,22,23,19,27,3012
1720777812.591,886.749117184,20,17,22,23,21,27,3012
1720777813.591,886.749117184,17,17,23,21,21,25,2971
1720777814.591,886.749117184,17,16,23,21,25,25,2971
1720777815.591,886.749117184,15,16,26,22,25,24,2971
1720777816.591,886.749117184,15,20,26,22,25,24,2971
1720777817.593,886.749117184,27,20,20,15,25,21,3052
1720777818.591,886.749117184,27,17,20,15,16,21,3052
1720777819.591,886.749117184,20,17,22,23,16,21,3215
1720777820.593,910.391587904,20,21,22,23,24,21,3215
1720777821.591,910.391587904,21,21,24,18,24,29,3337
1720777822.591,910.391587904,21,22,24,18,19,29,3337
1720777823.591,910.391587904,21,22,26,19,19,23,3256
1720777824.591,910.391587904,21,24,26,19,18,23,3256
1720777825.591,910.391587904,18,24,18,18,18,20,3256
1720777826.591,910.391587904,18,22,18,18,24,20,3256
1720777827.591,910.391587904,24,22,21,21,24,19,3297
1720777828.591,910.391587904,24,18,21,21,20,19,3297
1720777829.591,910.391587904,20,18,23,21,20,26,3581
1720777830.591,910.391587904,20,20,23,21,20,26,3581
1720777831.593,910.391587904,21,20,20,22,20,32,3459
1720777832.591,910.391587904,21,19,20,22,27,32,3459
1720777833.591,910.391587904,20,19,25,24,27,18,3459
1720777834.594,910.391587904,20,26,25,24,18,18,3459
1720777835.591,910.391587904,24,26,21,23,18,27,3907
1720777836.591,910.391587904,24,21,21,23,26,27,3907
1720777837.591,910.391587904,21,21,35,21,26,22,3419
1720777838.591,931.660443264,21,24,35,21,19,22,3419
1720777839.591,931.660443264,21,24,16,24,19,22,3378
1720777840.591,931.660443264,21,20,16,24,24,22,3378
1720777841.591,931.660443264,28,20,29,20,24,22,3378
1720777842.594,931.660443264,28,19,29,20,24,18,3378
1720777843.591,931.660443264,21,19,29,20,14,18,3378
1720777844.594,931.660443264,21,19,24,18,14,18,3134
1720777845.591,931.660443264,21,25,24,18,24,18,3134
1720777846.591,931.660443264,23,25,17,14,24,20,3174
1720777847.591,931.660443264,23,20,17,14,18,20,3174
1720777848.591,931.660443264,19,20,20,20,18,23,3256
1720777849.591,931.660443264,19,24,20,20,24,23,3256
1720777850.591,931.660443264,22,24,24,20,24,23,2889
1720777851.591,931.660443264,22,25,24,20,24,23,2889
1720777852.591,931.660443264,26,25,19,21,24,27,3052
1720777853.591,931.660443264,26,21,19,21,27,27,3052
1720777854.594,951.460747104,20,21,29,25,27,20,3093
1720777855.591,951.460747104,20,27,29,25,30,20,3093
1720777856.591,951.460747104,21,27,25,27,30,20,2641
1720777857.594,951.460747104,21,25,25,27,24,20,2641
1720777858.591,951.460747104,24,25,20,18,24,21,2727
1720777859.591,951.460747104,24,19,20,18,21,21,2727
1720777860.591,951.460747104,17,19,22,19,21,27,2560
1720777861.591,951.460747104,17,21,22,19,20,27,2560
1720777862.591,951.460747104,19,21,24,17,20,21,2600
1720777863.591,951.460747104,19,22,24,17,23,21,2600
1720777864.591,951.460747104,19,22,21,20,23,18,2722
1720777865.591,951.460747104,19,16,21,20,17,18,2722
1720777866.594,951.460747104,20,16,22,22,17,20,2438
1720777867.591,951.460747104,20,22,22,22,19,20,2438
1720777868.591,951.460747104,18,22,21,18,19,18,2438
1720777869.594,968.15422656,18,20,21,18,22,18,2438
1720777870.591,968.15422656,16,20,17,17,22,22,2438
1720777871.591,968.15422656,16,17,17,17,22,22,2438
1720777872.591,968.15422656,27,17,20,21,22,34,2767
1720777873.591,968.15422656,27,16,20,21,27,34,2767
1720777874.591,968.15422656,23,16,32,26,27,19,2686
1720777875.591,968.15422656,23,26,32,26,20,19,2686
1720777876.591,968.15422656,24,26,20,25,20,27,2849
1720777877.591,968.15422656,24,18,20,25,20,27,2849
1720777878.591,968.15422656,21,18,17,24,20,18,2889
1720777879.591,968.15422656,21,21,17,24,19,18,2889
1720777880.591,968.15422656,19,21,22,23,19,17,2849
1720777881.591,968.15422656,19,22,22,23,20,17,2849
1720777882.594,968.15422656,18,22,23,18,20,22,3256
1720777883.591,968.15422656,18,18,23,18,20,22,3256
1720777884.591,968.15422656,17,18,25,23,20,23,3093
1720777885.591,968.15422656,17,16,25,23,23,23,3093
1720777886.591,988.882050304,22,16,17,20,23,21,3174
1720777887.591,988.882050304,22,23,17,20,20,21,3174
1720777888.591,988.882050304,22,23,22,16,20,22,3256
1720777889.591,988.882050304,22,15,22,16,25,22,3256
1720777890.591,988.882050304,22,15,24,20,25,19,3337
1720777891.591,988.882050304,22,17,24,20,30,19,3337
1720777892.591,988.882050304,22,17,28,27,30,18,3215
1720777893.591,988.882050304,22,26,28,27,20,18,3215
1720777894.591,988.882050304,18,26,23,18,20,20,3337
1720777895.591,988.882050304,18,14,23,18,25,20,3337
1720777896.606,988.882050304,20,14,20,16,25,20,3337
1720777897.591,1001.963771584,20,18,20,16,22,20,3337
1720777898.591,1001.963771584,21,18,20,16,22,20,3297
1720777899.591,1001.963771584,21,19,20,16,18,20,3297
1720777900.591,1001.963771584,17,19,27,23,18,19,3378
1720777901.591,1001.963771584,17,20,27,23,19,19,3378
1720777902.591,1001.963771584,21,20,25,21,19,20,3500
1720777903.591,1001.963771584,21,25,25,21,28,20,3500
1720777904.591,1001.963771584,22,25,21,20,28,21,3378
1720777905.591,1001.963771584,22,16,21,20,25,21,3378
1720777906.591,1001.963771584,28,16,21,18,25,25,3988
1720777907.594,1001.963771584,28,19,21,18,28,25,3988
1720777908.591,1001.963771584,20,19,26,22,28,31,3500
1720777909.591,1001.963771584,20,18,26,22,24,31,3500
1720777910.591,1001.963771584,23,18,23,23,24,20,3378
1720777911.591,1001.963771584,23,19,23,23,21,20,3378
1720777912.591,1001.963771584,27,19,23,19,21,20,3378
1720777913.593,1020.378533248,27,20,23,19,21,24,3541
1720777914.591,1020.378533248,24,20,23,19,19,24,3541
1720777915.591,1020.378533248,24,20,19,21,19,30,3541
1720777916.591,1020.378533248,24,21,19,21,27,30,3541
1720777917.594,1020.378533248,25,21,32,35,27,22,3174
1720777918.591,1020.378533248,25,28,32,35,20,22,3174
1720777919.591,1020.378533248,27,28,21,18,20,24,3052
1720777920.591,1020.378533248,27,16,21,18,20,24,3052
1720777921.591,1020.378533248,23,16,16,15,20,20,2971
1720777922.591,1020.378533248,23,18,16,15,19,20,2971
1720777923.594,1020.378533248,24,18,21,23,19,25,3134
1720777924.591,1020.378533248,24,19,21,23,19,25,3134
1720777925.594,1020.378533248,19,19,17,16,19,20,2808
1720777926.591,1020.378533248,19,16,17,16,22,20,2808
1720777927.591,1020.378533248,22,16,21,20,22,21,2767
